WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD;STAN_NA
20;13;03;5;Czyżew;obszar wiejski;2022-01-01
20;13;04;2;Klukowo;gmina wiejska;2022-01-01
20;13;05;2;Kobylin-Borzymy;gmina wiejska;2022-01-01
20;13;06;2;Kulesze Kościelne;gmina wiejska;2022-01-01
20;13;07;2;Nowe Piekuty;gmina wiejska;2022-01-01
20;13;08;2;Sokoły;gmina wiejska;2022-01-01
20;13;09;4;Szepietowo;miasto;2022-01-01
20;13;09;5;Szepietowo;obszar wiejski;2022-01-01
20;13;10;2;Wysokie Mazowieckie;gmina wiejska;2022-01-01
20;14;;;zambrowski;powiat;2022-01-01
20;14;01;1;Zambrów;gmina miejska;2022-01-01
20;14;02;2;Kołaki Kościelne;gmina wiejska;2022-01-01
20;14;03;2;Rutki;gmina wiejska;2022-01-01
20;14;04;2;Szumowo;gmina wiejska;2022-01-01
20;14;05;2;Zambrów;gmina wiejska;2022-01-01
20;61;;;Białystok;miasto na prawach powiatu;2022-01-01
20;61;01;1;Białystok;gmina miejska;2022-01-01
20;62;;;Łomża;miasto na prawach powiatu;2022-01-01
20;62;01;1;Łomża;gmina miejska;2022-01-01
20;63;;;Suwałki;miasto na prawach powiatu;2022-01-01
20;63;01;1;Suwałki;gmina miejska;2022-01-01
22;;;;POMORSKIE;województwo;2022-01-01
22;01;;;bytowski;powiat;2022-01-01
22;01;01;2;Borzytuchom;gmina wiejska;2022-01-01
22;01;02;4;Bytów;miasto;2022-01-01
22;01;02;5;Bytów;obszar wiejski;2022-01-01
22;01;03;2;Czarna Dąbrówka;gmina wiejska;2022-01-01
22;01;04;2;Kołczygłowy;gmina wiejska;2022-01-01
22;01;05;2;Lipnica;gmina wiejska;2022-01-01
22;01;06;4;Miastko;miasto;2022-01-01
22;01;06;5;Miastko;obszar wiejski;2022-01-01
22;01;07;2;Parchowo;gmina wiejska;2022-01-01
22;01;08;2;Studzienice;gmina wiejska;2022-01-01
22;01;09;2;Trzebielino;gmina wiejska;2022-01-01
22;01;10;2;Tuchomie;gmina wiejska;2022-01-01
22;02;;;chojnicki;powiat;2022-01-01
22;02;01;1;Chojnice;gmina miejska;2022-01-01
22;02;02;4;Brusy;miasto;2022-01-01
22;02;02;5;Brusy;obszar wiejski;2022-01-01
22;02;03;2;Chojnice;gmina wiejska;2022-01-01
22;02;04;4;Czersk;miasto;2022-01-01
22;02;04;5;Czersk;obszar wiejski;2022-01-01
22;02;05;2;Konarzyny;gmina wiejska;2022-01-01
22;03;;;człuchowski;powiat;2022-01-01
22;03;01;1;Człuchów;gmina miejska;2022-01-01
22;03;02;4;Czarne;miasto;2022-01-01
22;03;02;5;Czarne;obszar wiejski;2022-01-01
22;03;03;2;Człuchów;gmina wiejska;2022-01-01
22;03;04;4;Debrzno;miasto;2022-01-01
22;03;04;5;Debrzno;obszar wiejski;2022-01-01
22;03;05;2;Koczała;gmina wiejska;2022-01-01
22;03;06;2;Przechlewo;gmina wiejska;2022-01-01
22;03;07;2;Rzeczenica;gmina wiejska;2022-01-01
22;04;;;gdański;powiat;2022-01-01
22;04;01;1;Pruszcz Gdański;gmina miejska;2022-01-01
22;04;02;2;Cedry Wielkie;gmina wiejska;2022-01-01
22;04;03;2;Kolbudy;gmina wiejska;2022-01-01
22;04;04;2;Pruszcz Gdański;gmina wiejska;2022-01-01
22;04;05;2;Przywidz;gmina wiejska;2022-01-01
22;04;06;2;Pszczółki;gmina wiejska;2022-01-01
22;04;07;2;Suchy Dąb;gmina wiejska;2022-01-01
22;04;08;2;Trąbki Wielkie;gmina wiejska;2022-01-01
22;05;;;kartuski;powiat;2022-01-01
22;05;01;2;Chmielno;gmina wiejska;2022-01-01
22;05;02;4;Kartuzy;miasto;2022-01-01
22;05;02;5;Kartuzy;obszar wiejski;2022-01-01
22;05;03;2;Przodkowo;gmina wiejska;2022-01-01
22;05;04;2;Sierakowice;gmina wiejska;2022-01-01
22;05;05;2;Somonino;gmina wiejska;2022-01-01
22;05;06;2;Stężyca;gmina wiejska;2022-01-01
22;05;07;2;Sulęczyno;gmina wiejska;2022-01-01
22;05;08;4;Żukowo;miasto;2022-01-01
22;05;08;5;Żukowo;obszar wiejski;2022-01-01
22;06;;;kościerski;powiat;2022-01-01
22;06;01;1;Kościerzyna;gmina miejska;2022-01-01
22;06;02;2;Dziemiany;gmina wiejska;2022-01-01
22;06;03;2;Karsin;gmina wiejska;2022-01-01
22;06;04;2;Kościerzyna;gmina wiejska;2022-01-01
22;06;05;2;Liniewo;gmina wiejska;2022-01-01
22;06;06;2;Lipusz;gmina wiejska;2022-01-01
22;06;07;2;Nowa Karczma;gmina wiejska;2022-01-01
22;06;08;2;Stara Kiszewa;gmina wiejska;2022-01-01
22;07;;;kwidzyński;powiat;2022-01-01
22;07;01;1;Kwidzyn;gmina miejska;2022-01-01
22;07;02;2;Gardeja;gmina wiejska;2022-01-01
22;07;03;2;Kwidzyn;gmina wiejska;2022-01-01
22;07;04;4;Prabuty;miasto;2022-01-01
22;07;04;5;Prabuty;obszar wiejski;2022-01-01
22;07;05;2;Ryjewo;gmina wiejska;2022-01-01
22;07;06;2;Sadlinki;gmina wiejska;2022-01-01
22;08;;;lęborski;powiat;2022-01-01
22;08;01;1;Lębork;gmina miejska;2022-01-01
22;08;02;1;Łeba;gmina miejska;2022-01-01
22;08;03;2;Cewice;gmina wiejska;2022-01-01
22;08;04;2;Nowa Wieś Lęborska;gmina wiejska;2022-01-01
22;08;05;2;Wicko;gmina wiejska;2022-01-01
22;09;;;malborski;powiat;2022-01-01
22;09;01;1;Malbork;gmina miejska;2022-01-01
22;09;03;2;Lichnowy;gmina wiejska;2022-01-01
22;09;04;2;Malbork;gmina wiejska;2022-01-01
22;09;06;2;Miłoradz;gmina wiejska;2022-01-01
22;09;07;4;Nowy Staw;miasto;2022-01-01
22;09;07;5;Nowy Staw;obszar wiejski;2022-01-01
22;09;08;2;Stare Pole;gmina wiejska;2022-01-01
22;10;;;nowodworski;powiat;2022-01-01
22;10;01;1;Krynica Morska;gmina miejska;2022-01-01
22;10;02;4;Nowy Dwór Gdański;miasto;2022-01-01
22;10;02;5;Nowy Dwór Gdański;obszar wiejski;2022-01-01
22;10;03;2;Ostaszewo;gmina wiejska;2022-01-01
22;10;04;2;Stegna;gmina wiejska;2022-01-01
22;10;05;2;Sztutowo;gmina wiejska;2022-01-01
22;11;;;pucki;powiat;2022-01-01
22;11;01;1;Hel;gmina miejska;2022-01-01
22;11;02;4;Jastarnia;miasto;2022-01-01
22;11;02;5;Jastarnia;obszar wiejski;2022-01-01
22;11;03;1;Puck;gmina miejska;2022-01-01
22;11;04;4;Władysławowo;miasto;2022-01-01
22;11;04;5;Władysławowo;obszar wiejski;2022-01-01
22;11;05;2;Kosakowo;gmina wiejska;2022-01-01
22;11;06;2;Krokowa;gmina wiejska;2022-01-01
22;11;07;2;Puck;gmina wiejska;2022-01-01
22;12;;;słupski;powiat;2022-01-01
22;12;01;1;Ustka;gmina miejska;2022-01-01
22;12;02;2;Damnica;gmina wiejska;2022-01-01
22;12;03;2;Dębnica Kaszubska;gmina wiejska;2022-01-01
22;12;04;2;Główczyce;gmina wiejska;2022-01-01
22;12;05;4;Kępice;miasto;2022-01-01
22;12;05;5;Kępice;obszar wiejski;2022-01-01
22;12;06;2;Kobylnica;gmina wiejska;2022-01-01
22;12;07;2;Potęgowo;gmina wiejska;2022-01-01
22;12;08;2;Słupsk;gmina wiejska;2022-01-01
22;12;09;2;Smołdzino;gmina wiejska;2022-01-01
22;12;10;2;Ustka;gmina wiejska;2022-01-01
22;13;;;starogardzki;powiat;2022-01-01
22;13;01;4;Czarna Woda;miasto;2022-01-01
22;13;01;5;Czarna Woda;obszar wiejski;2022-01-01
22;13;02;1;Skórcz;gmina miejska;2022-01-01
22;13;03;1;Starogard Gdański;gmina miejska;2022-01-01
22;13;04;2;Bobowo;gmina wiejska;2022-01-01
22;13;05;2;Kaliska;gmina wiejska;2022-01-01
22;13;06;2;Lubichowo;gmina wiejska;2022-01-01
22;13;07;2;Osieczna;gmina wiejska;2022-01-01
22;13;08;2;Osiek;gmina wiejska;2022-01-01
22;13;09;4;Skarszewy;miasto;2022-01-01
22;13;09;5;Skarszewy;obszar wiejski;2022-01-01
22;13;10;2;Skórcz;gmina wiejska;2022-01-01
22;13;11;2;Smętowo Graniczne;gmina wiejska;2022-01-01
22;13;12;2;Starogard Gdański;gmina wiejska;2022-01-01
22;13;13;2;Zblewo;gmina wiejska;2022-01-01
22;14;;;tczewski;powiat;2022-01-01
22;14;01;1;Tczew;gmina miejska;2022-01-01
22;14;02;4;Gniew;miasto;2022-01-01
22;14;02;5;Gniew;obszar wiejski;2022-01-01
22;14;03;2;Morzeszczyn;gmina wiejska;2022-01-01
22;14;04;4;Pelplin;miasto;2022-01-01
22;14;04;5;Pelplin;obszar wiejski;2022-01-01
22;14;05;2;Subkowy;gmina wiejska;2022-01-01
22;14;06;2;Tczew;gmina wiejska;2022-01-01
22;15;;;wejherowski;powiat;2022-01-01
22;15;01;1;Reda;gmina miejska;2022-01-01
22;15;02;1;Rumia;gmina miejska;2022-01-01
22;15;03;1;Wejherowo;gmina miejska;2022-01-01
22;15;04;2;Choczewo;gmina wiejska;2022-01-01
22;15;05;2;Gniewino;gmina wiejska;2022-01-01
22;15;06;2;Linia;gmina wiejska;2022-01-01
22;15;07;2;Luzino;gmina wiejska;2022-01-01
22;15;08;2;Łęczyce;gmina wiejska;2022-01-01
22;15;09;2;Szemud;gmina wiejska;2022-01-01
22;15;10;2;Wejherowo;gmina wiejska;2022-01-01
22;16;;;sztumski;powiat;2022-01-01
22;16;01;4;Dzierzgoń;miasto;2022-01-01
22;16;01;5;Dzierzgoń;obszar wiejski;2022-01-01
22;16;02;2;Mikołajki Pomorskie;gmina wiejska;2022-01-01
22;16;03;2;Stary Dzierzgoń;gmina wiejska;2022-01-01
22;16;04;2;Stary Targ;gmina wiejska;2022-01-01
22;16;05;4;Sztum;miasto;2022-01-01
22;16;05;5;Sztum;obszar wiejski;2022-01-01
22;61;;;Gdańsk;miasto na prawach powiatu;2022-01-01
22;61;01;1;Gdańsk;gmina miejska;2022-01-01
22;62;;;Gdynia;miasto na prawach powiatu;2022-01-01
22;62;01;1;Gdynia;gmina miejska;2022-01-01
22;63;;;Słupsk;miasto na prawach powiatu;2022-01-01
22;63;01;1;Słupsk;gmina miejska;2022-01-01
22;64;;;Sopot;miasto na prawach powiatu;2022-01-01
22;64;01;1;Sopot;gmina miejska;2022-01-01
24;;;;ŚLĄSKIE;województwo;2022-01-01
24;01;;;będziński;powiat;2022-01-01
24;01;01;1;Będzin;gmina miejska;2022-01-01
24;01;02;1;Czeladź;gmina miejska;2022-01-01
24;01;03;1;Wojkowice;gmina miejska;2022-01-01
24;01;04;2;Bobrowniki;gmina wiejska;2022-01-01
24;01;05;2;Mierzęcice;gmina wiejska;2022-01-01
24;01;06;2;Psary;gmina wiejska;2022-01-01
24;01;07;4;Siewierz;miasto;2022-01-01
24;01;07;5;Siewierz;obszar wiejski;2022-01-01
24;01;08;1;Sławków;gmina miejska;2022-01-01
24;02;;;bielski;powiat;2022-01-01
24;02;01;1;Szczyrk;gmina miejska;2022-01-01
24;02;02;2;Bestwina;gmina wiejska;2022-01-01
24;02;03;2;Buczkowice;gmina wiejska;2022-01-01
24;02;04;4;Czechowice-Dziedzice;miasto;2022-01-01
24;02;04;5;Czechowice-Dziedzice;obszar wiejski;2022-01-01
24;02;05;2;Jasienica;gmina wiejska;2022-01-01
24;02;06;2;Jaworze;gmina wiejska;2022-01-01
24;02;07;2;Kozy;gmina wiejska;2022-01-01
24;02;08;2;Porąbka;gmina wiejska;2022-01-01
24;02;09;4;Wilamowice;miasto;2022-01-01
24;02;09;5;Wilamowice;obszar wiejski;2022-01-01
24;02;10;2;Wilkowice;gmina wiejska;2022-01-01
24;03;;;cieszyński;powiat;2022-01-01
24;03;01;1;Cieszyn;gmina miejska;2022-01-01
24;03;02;1;Ustroń;gmina miejska;2022-01-01
24;03;03;1;Wisła;gmina miejska;2022-01-01
24;03;04;2;Brenna;gmina wiejska;2022-01-01
24;03;05;2;Chybie;gmina wiejska;2022-01-01
24;03;06;2;Dębowiec;gmina wiejska;2022-01-01
24;03;07;2;Goleszów;gmina wiejska;2022-01-01
24;03;08;2;Hażlach;gmina wiejska;2022-01-01
24;03;09;2;Istebna;gmina wiejska;2022-01-01
24;03;10;4;Skoczów;miasto;2022-01-01
24;03;10;5;Skoczów;obszar wiejski;2022-01-01
24;03;11;4;Strumień;miasto;2022-01-01
24;03;11;5;Strumień;obszar wiejski;2022-01-01
24;03;12;2;Zebrzydowice;gmina wiejska;2022-01-01
24;04;;;częstochowski;powiat;2022-01-01
24;04;01;4;Blachownia;miasto;2022-01-01
24;04;01;5;Blachownia;obszar wiejski;2022-01-01
24;04;02;2;Dąbrowa Zielona;gmina wiejska;2022-01-01
24;04;03;2;Janów;gmina wiejska;2022-01-01
24;04;04;2;Kamienica Polska;gmina wiejska;2022-01-01
24;04;05;2;Kłomnice;gmina wiejska;2022-01-01
24;04;06;4;Koniecpol;miasto;2022-01-01
24;04;06;5;Koniecpol;obszar wiejski;2022-01-01
24;04;07;2;Konopiska;gmina wiejska;2022-01-01
24;04;08;2;Kruszyna;gmina wiejska;2022-01-01
24;04;09;2;Lelów;gmina wiejska;2022-01-01
24;04;10;2;Mstów;gmina wiejska;2022-01-01
24;04;11;2;Mykanów;gmina wiejska;2022-01-01
24;04;12;4;Olsztyn;miasto;2022-01-01
24;04;12;5;Olsztyn;obszar wiejski;2022-01-01
24;04;13;2;Poczesna;gmina wiejska;2022-01-01
24;04;14;2;Przyrów;gmina wiejska;2022-01-01
24;04;15;2;Rędziny;gmina wiejska;2022-01-01
24;04;16;2;Starcza;gmina wiejska;2022-01-01
24;05;;;gliwicki;powiat;2022-01-01
24;05;01;1;Knurów;gmina miejska;2022-01-01
24;05;02;1;Pyskowice;gmina miejska;2022-01-01
24;05;03;2;Gierałtowice;gmina wiejska;2022-01-01
24;05;04;2;Pilchowice;gmina wiejska;2022-01-01
24;05;05;2;Rudziniec;gmina wiejska;2022-01-01
24;05;06;4;Sośnicowice;miasto;2022-01-01
24;05;06;5;Sośnicowice;obszar wiejski;2022-01-01
24;05;07;4;Toszek;miasto;2022-01-01
24;05;07;5;Toszek;obszar wiejski;2022-01-01
24;05;08;2;Wielowieś;gmina wiejska;2022-01-01
24;06;;;kłobucki;powiat;2022-01-01
24;06;01;4;Kłobuck;miasto;2022-01-01
24;06;01;5;Kłobuck;obszar wiejski;2022-01-01
24;06;02;4;Krzepice;miasto;2022-01-01
24;06;02;5;Krzepice;obszar wiejski;2022-01-01
24;06;03;2;Lipie;gmina wiejska;2022-01-01
24;06;04;2;Miedźno;gmina wiejska;2022-01-01
24;06;05;2;Opatów;gmina wiejska;2022-01-01
24;06;06;2;Panki;gmina wiejska;2022-01-01
24;06;07;2;Popów;gmina wiejska;2022-01-01
24;06;08;2;Przystajń;gmina wiejska;2022-01-01
24;06;09;2;Wręczyca Wielka;gmina wiejska;2022-01-01
24;07;;;lubliniecki;powiat;2022-01-01
24;07;01;1;Lubliniec;gmina miejska;2022-01-01
24;07;02;2;Boronów;gmina wiejska;2022-01-01
24;07;03;2;Ciasna;gmina wiejska;2022-01-01
24;07;04;2;Herby;gmina wiejska;2022-01-01
24;07;05;2;Kochanowice;gmina wiejska;2022-01-01
24;07;06;2;Koszęcin;gmina wiejska;2022-01-01
24;07;07;2;Pawonków;gmina wiejska;2022-01-01
24;07;08;4;Woźniki;miasto;2022-01-01
24;07;08;5;Woźniki;obszar wiejski;2022-01-01
24;08;;;mikołowski;powiat;2022-01-01
24;08;01;1;Łaziska Górne;gmina miejska;2022-01-01
24;08;02;1;Mikołów;gmina miejska;2022-01-01
24;08;03;1;Orzesze;gmina miejska;2022-01-01
24;08;04;2;Ornontowice;gmina wiejska;2022-01-01
24;08;05;2;Wyry;gmina wiejska;2022-01-01
24;09;;;myszkowski;powiat;2022-01-01
24;09;01;1;Myszków;gmina miejska;2022-01-01
24;09;02;4;Koziegłowy;miasto;2022-01-01
24;09;02;5;Koziegłowy;obszar wiejski;2022-01-01
24;09;03;2;Niegowa;gmina wiejska;2022-01-01
24;09;04;2;Poraj;gmina wiejska;2022-01-01
24;09;05;4;Żarki;miasto;2022-01-01
24;09;05;5;Żarki;obszar wiejski;2022-01-01
24;10;;;pszczyński;powiat;2022-01-01
24;10;01;2;Goczałkowice-Zdrój;gmina wiejska;2022-01-01
24;10;02;2;Kobiór;gmina wiejska;2022-01-01
24;10;03;2;Miedźna;gmina wiejska;2022-01-01
24;10;04;2;Pawłowice;gmina wiejska;2022-01-01
24;10;05;4;Pszczyna;miasto;2022-01-01
24;10;05;5;Pszczyna;obszar wiejski;2022-01-01
24;10;06;2;Suszec;gmina wiejska;2022-01-01
24;11;;;raciborski;powiat;2022-01-01
24;11;01;1;Racibórz;gmina miejska;2022-01-01
24;11;02;2;Kornowac;gmina wiejska;2022-01-01
24;11;03;4;Krzanowice;miasto;2022-01-01
24;11;03;5;Krzanowice;obszar wiejski;2022-01-01
24;11;04;2;Krzyżanowice;gmina wiejska;2022-01-01
24;11;05;4;Kuźnia Raciborska;miasto;2022-01-01
24;11;05;5;Kuźnia Raciborska;obszar wiejski;2022-01-01
24;11;06;2;Nędza;gmina wiejska;2022-01-01
24;11;07;2;Pietrowice Wielkie;gmina wiejska;2022-01-01
24;11;08;2;Rudnik;gmina wiejska;2022-01-01
24;12;;;rybnicki;powiat;2022-01-01
24;12;01;4;Czerwionka-Leszczyny;miasto;2022-01-01
24;12;01;5;Czerwionka-Leszczyny;obszar wiejski;2022-01-01
24;12;02;2;Gaszowice;gmina wiejska;2022-01-01
24;12;03;2;Jejkowice;gmina wiejska;2022-01-01
24;12;04;2;Lyski;gmina wiejska;2022-01-01
24;12;05;2;Świerklany;gmina wiejska;2022-01-01
24;13;;;tarnogórski;powiat;2022-01-01
24;13;01;1;Kalety;gmina miejska;2022-01-01
24;13;02;1;Miasteczko Śląskie;gmina miejska;2022-01-01
24;13;03;1;Radzionków;gmina miejska;2022-01-01
24;13;04;1;Tarnowskie Góry;gmina miejska;2022-01-01
24;13;05;2;Krupski Młyn;gmina wiejska;2022-01-01
24;13;06;2;Ożarowice;gmina wiejska;2022-01-01
24;13;07;2;Świerklaniec;gmina wiejska;2022-01-01
24;13;08;2;Tworóg;gmina wiejska;2022-01-01
24;13;09;2;Zbrosławice;gmina wiejska;2022-01-01
24;14;;;bieruńsko-lędziński;powiat;2022-01-01
24;14;01;1;Bieruń;gmina miejska;2022-01-01
24;14;02;1;Imielin;gmina miejska;2022-01-01
24;14;03;1;Lędziny;gmina miejska;2022-01-01
24;14;04;2;Bojszowy;gmina wiejska;2022-01-01
24;14;05;2;Chełm Śląski;gmina wiejska;2022-01-01
24;15;;;wodzisławski;powiat;2022-01-01
24;15;01;1;Pszów;gmina miejska;2022-01-01
24;15;02;1;Radlin;gmina miejska;2022-01-01
24;15;03;1;Rydułtowy;gmina miejska;2022-01-01
24;15;04;1;Wodzisław Śląski;gmina miejska;2022-01-01
24;15;05;2;Godów;gmina wiejska;2022-01-01
24;15;06;2;Gorzyce;gmina wiejska;2022-01-01
24;15;07;2;Lubomia;gmina wiejska;2022-01-01
24;15;08;2;Marklowice;gmina wiejska;2022-01-01
24;15;09;2;Mszana;gmina wiejska;2022-01-01
24;16;;;zawierciański;powiat;2022-01-01
24;16;01;1;Poręba;gmina miejska;2022-01-01
24;16;02;1;Zawiercie;gmina miejska;2022-01-01
24;16;03;2;Irządze;gmina wiejska;2022-01-01
24;16;04;2;Kroczyce;gmina wiejska;2022-01-01
24;16;05;4;Łazy;miasto;2022-01-01
24;16;05;5;Łazy;obszar wiejski;2022-01-01
24;16;06;4;Ogrodzieniec;miasto;2022-01-01
24;16;06;5;Ogrodzieniec;obszar wiejski;2022-01-01
24;16;07;4;Pilica;miasto;2022-01-01
24;16;07;5;Pilica;obszar wiejski;2022-01-01
24;16;08;4;Szczekociny;miasto;2022-01-01
24;16;08;5;Szczekociny;obszar wiejski;2022-01-01
24;16;09;2;Włodowice;gmina wiejska;2022-01-01
24;16;10;2;Żarnowiec;gmina wiejska;2022-01-01
24;17;;;żywiecki;powiat;2022-01-01
24;17;01;1;Żywiec;gmina miejska;2022-01-01
24;17;02;2;Czernichów;gmina wiejska;2022-01-01
24;17;03;2;Gilowice;gmina wiejska;2022-01-01
24;17;04;2;Jeleśnia;gmina wiejska;2022-01-01
24;17;05;2;Koszarawa;gmina wiejska;2022-01-01
24;17;06;2;Lipowa;gmina wiejska;2022-01-01
24;17;07;2;Łękawica;gmina wiejska;2022-01-01
24;17;08;2;Łodygowice;gmina wiejska;2022-01-01
24;17;09;2;Milówka;gmina wiejska;2022-01-01
24;17;10;2;Radziechowy-Wieprz;gmina wiejska;2022-01-01
24;17;11;2;Rajcza;gmina wiejska;2022-01-01
24;17;12;2;Ślemień;gmina wiejska;2022-01-01
24;17;13;2;Świnna;gmina wiejska;2022-01-01
24;17;14;2;Ujsoły;gmina wiejska;2022-01-01
24;17;15;2;Węgierska Górka;gmina wiejska;2022-01-01
24;61;;;Bielsko-Biała;miasto na prawach powiatu;2022-01-01
24;61;01;1;Bielsko-Biała;gmina miejska;2022-01-01
24;62;;;Bytom;miasto na prawach powiatu;2022-01-01
24;62;01;1;Bytom;gmina miejska;2022-01-01
24;63;;;Chorzów;miasto na prawach powiatu;2022-01-01
24;63;01;1;Chorzów;gmina miejska;2022-01-01
24;64;;;Częstochowa;miasto na prawach powiatu;2022-01-01
24;64;01;1;Częstochowa;gmina miejska;2022-01-01
24;65;;;Dąbrowa Górnicza;miasto na prawach powiatu;2022-01-01
24;65;01;1;Dąbrowa Górnicza;gmina miejska;2022-01-01
24;66;;;Gliwice;miasto na prawach powiatu;2022-01-01
24;66;01;1;Gliwice;gmina miejska;2022-01-01
24;67;;;Jastrzębie-Zdrój;miasto na prawach powiatu;2022-01-01
24;67;01;1;Jastrzębie-Zdrój;gmina miejska;2022-01-01
24;68;;;Jaworzno;miasto na prawach powiatu;2022-01-01
24;68;01;1;Jaworzno;gmina miejska;2022-01-01
24;69;;;Katowice;miasto na prawach powiatu;2022-01-01
24;69;01;1;Katowice;gmina miejska;2022-01-01
24;70;;;Mysłowice;miasto na prawach powiatu;2022-01-01
24;70;01;1;Mysłowice;gmina miejska;2022-01-01
24;71;;;Piekary Śląskie;miasto na prawach powiatu;2022-01-01
24;71;01;1;Piekary Śląskie;gmina miejska;2022-01-01
24;72;;;Ruda Śląska;miasto na prawach powiatu;2022-01-01
24;72;01;1;Ruda Śląska;gmina miejska;2022-01-01
24;73;;;Rybnik;miasto na prawach powiatu;2022-01-01
24;73;01;1;Rybnik;gmina miejska;2022-01-01
24;74;;;Siemianowice Śląskie;miasto na prawach powiatu;2022-01-01
24;74;01;1;Siemianowice Śląskie;gmina miejska;2022-01-01
24;75;;;Sosnowiec;miasto na prawach powiatu;2022-01-01
24;75;01;1;Sosnowiec;gmina miejska;2022-01-01
24;76;;;Świętochłowice;miasto na prawach powiatu;2022-01-01
24;76;01;1;Świętochłowice;gmina miejska;2022-01-01
24;77;;;Tychy;miasto na prawach powiatu;2022-01-01
24;77;01;1;Tychy;gmina miejska;2022-01-01
24;78;;;Zabrze;miasto na prawach powiatu;2022-01-01
24;78;01;1;Zabrze;gmina miejska;2022-01-01
24;79;;;Żory;miasto na prawach powiatu;2022-01-01
24;79;01;1;Żory;gmina miejska;2022-01-01
26;;;;ŚWIĘTOKRZYSKIE;województwo;2022-01-01
26;01;;;buski;powiat;2022-01-01
26;01;01;4;Busko-Zdrój;miasto;2022-01-01
26;01;01;5;Busko-Zdrój;obszar wiejski;2022-01-01
26;01;02;2;Gnojno;gmina wiejska;2022-01-01
26;01;03;4;Nowy Korczyn;miasto;2022-01-01
26;01;03;5;Nowy Korczyn;obszar wiejski;2022-01-01
26;01;04;4;Pacanów;miasto;2022-01-01
26;01;04;5;Pacanów;obszar wiejski;2022-01-01
26;01;05;2;Solec-Zdrój;gmina wiejska;2022-01-01
26;01;06;4;Stopnica;miasto;2022-01-01
26;01;06;5;Stopnica;obszar wiejski;2022-01-01
26;01;07;2;Tuczępy;gmina wiejska;2022-01-01
26;01;08;4;Wiślica;miasto;2022-01-01
26;01;08;5;Wiślica;obszar wiejski;2022-01-01
26;02;;;jędrzejowski;powiat;2022-01-01
26;02;01;2;Imielno;gmina wiejska;2022-01-01
26;02;02;4;Jędrzejów;miasto;2022-01-01
26;02;02;5;Jędrzejów;obszar wiejski;2022-01-01
26;02;03;4;Małogoszcz;miasto;2022-01-01
26;02;03;5;Małogoszcz;obszar wiejski;2022-01-01
26;02;04;2;Nagłowice;gmina wiejska;2022-01-01
26;02;05;2;Oksa;gmina wiejska;2022-01-01
26;02;06;4;Sędziszów;miasto;2022-01-01
26;02;06;5;Sędziszów;obszar wiejski;2022-01-01
26;02;07;2;Słupia;gmina wiejska;2022-01-01
26;02;08;2;Sobków;gmina wiejska;2022-01-01
26;02;09;4;Wodzisław;miasto;2022-01-01
26;02;09;5;Wodzisław;obszar wiejski;2022-01-01
26;03;;;kazimierski;powiat;2022-01-01
26;03;01;2;Bejsce;gmina wiejska;2022-01-01
26;03;02;2;Czarnocin;gmina wiejska;2022-01-01
26;03;03;4;Kazimierza Wielka;miasto;2022-01-01
26;03;03;5;Kazimierza Wielka;obszar wiejski;2022-01-01
26;03;04;4;Opatowiec;miasto;2022-01-01
26;03;04;5;Opatowiec;obszar wiejski;2022-01-01
26;03;05;4;Skalbmierz;miasto;2022-01-01
26;03;05;5;Skalbmierz;obszar wiejski;2022-01-01
26;04;;;kielecki;powiat;2022-01-01
26;04;01;2;Bieliny;gmina wiejska;2022-01-01
26;04;02;4;Bodzentyn;miasto;2022-01-01
26;04;02;5;Bodzentyn;obszar wiejski;2022-01-01
26;04;03;4;Chęciny;miasto;2022-01-01
26;04;03;5;Chęciny;obszar wiejski;2022-01-01
26;04;04;4;Chmielnik;miasto;2022-01-01
26;04;04;5;Chmielnik;obszar wiejski;2022-01-01
26;04;05;4;Daleszyce;miasto;2022-01-01
26;04;05;5;Daleszyce;obszar wiejski;2022-01-01
26;04;06;2;Górno;gmina wiejska;2022-01-01
26;04;07;4;Łagów;miasto;2022-01-01
26;04;07;5;Łagów;obszar wiejski;2022-01-01
26;04;08;2;Łopuszno;gmina wiejska;2022-01-01
26;04;09;2;Masłów;gmina wiejska;2022-01-01
26;04;10;2;Miedziana Góra;gmina wiejska;2022-01-01
26;04;11;2;Mniów;gmina wiejska;2022-01-01
26;04;12;4;Morawica;miasto;2022-01-01
26;04;12;5;Morawica;obszar wiejski;2022-01-01
26;04;13;4;Nowa Słupia;miasto;2022-01-01
26;04;13;5;Nowa Słupia;obszar wiejski;2022-01-01
26;04;14;2;Piekoszów;gmina wiejska;2022-01-01
26;04;15;4;Pierzchnica;miasto;2022-01-01
26;04;15;5;Pierzchnica;obszar wiejski;2022-01-01
26;04;16;2;Raków;gmina wiejska;2022-01-01
26;04;17;2;Nowiny;gmina wiejska;2022-01-01
26;04;18;2;Strawczyn;gmina wiejska;2022-01-01
26;04;19;2;Zagnańsk;gmina wiejska;2022-01-01
26;05;;;konecki;powiat;2022-01-01
26;05;01;2;Fałków;gmina wiejska;2022-01-01
26;05;02;2;Gowarczów;gmina wiejska;2022-01-01
26;05;03;4;Końskie;miasto;2022-01-01
26;05;03;5;Końskie;obszar wiejski;2022-01-01
26;05;04;4;Radoszyce;miasto;2022-01-01
26;05;04;5;Radoszyce;obszar wiejski;2022-01-01
